url,IPv4 Address,Latitude,Longitude,ID
speedtest1.shenglitelecom.in , 103.47.153.4,18.5203,73.8567,6748
speedtest.gbps.net.in , 45.112.0.51,18.5203,73.8567,16256
speedtest.shahsolutions.in , 103.226.169.2,18.5203,73.8567,24835
speedtest.accesshaiti.ht , 190.120.221.115,18.5167,-72.2833,4124
speedtest1.hainet.net , 200.4.166.74,18.5138,-72.2882,27739
speedtest.tvsistemas.tv , 45.235.255.44,18.5002,-88.2961,28665
speedtest.onemax.com , 190.52.231.43,18.4861,-69.9312,21797
speedtest.altice.com.do , 190.124.66.206,18.4833,-69.9167,2634
mrz.speed.com.do , 64.32.87.238,18.4833,-69.9167,20456
speedtest.orbitcable.com.do , 45.164.172.50,18.4833,-69.9167,21816
speedtest.wind.com.do , 200.26.170.42,18.4833,-69.9167,1609
speedtest.golddata.net.do , 45.229.32.6,18.4833,-69.9167,26452
speedtest.viva.com.do , 190.8.37.37,18.4833,-69.9167,13482
speedtest.caribe.net , 209.91.216.172,18.4517,-66.0689,1800
speedtestpr.prepanetworks.net , 184.95.0.110,18.4517,-66.0689,2782
speedtest.fiberx.net , 104.238.232.194,18.4517,-66.0689,22807
speedtest.dreyfous.com , 23.162.64.251,18.4517,-66.0689,26785
netgauge.aeronetpr.com , 173.243.80.62,18.4517,-66.0689,941
speedtest.blackburn-pr.com , 23.179.193.34,18.4517,-66.0689,22285
sbw1-test.nnpr.net , 204.15.149.245,18.4517,-66.0689,2383
speedtestbvi.discoverflow.co , 65.48.154.90,18.4333,-64.6167,17056
speedtest.cctwireless.com , 74.113.105.206,18.4333,-64.6167,7633
speedtestlatur6.intechonline.net , 103.216.146.27,18.4,76.56,26455
speedtest.omkarinfotech.in , 103.25.155.166,18.4,76.56,7800
sp1.speedynetpr.com , 162.244.16.94,18.3947,-67.1132,28258
speed2.claropr.com , 196.28.56.14,18.3833,-66.15,22504
stt-cha-speedtest.vipowernet.net , 66.248.183.8,18.3333,-64.9167,2888
khamismushait-speedtest.saudi.net.sa , 212.215.133.19,18.3093,42.7662,24112
speedtest.jeecommunications.in , 103.121.151.11,18.2948,83.8938,25139
speedtest-lpg1.3bb.co.th , 110.164.3.209,18.2855,99.5128,26820
abha-speedtest.saudi.net.sa , 212.215.133.28,18.2465,42.5117,24110
speedtest.smartnetworkspr.com , 162.251.156.4,18.2388,66.0352,28883
speedtest.pradonetwork.com , 67.206.210.161,18.2275,-65.921,23116
speedaxa.caribcable.com , 204.14.248.166,18.2208,-63.0517,10817
187.130.126.65 , 187.130.126.65,18.15,-94.4333,3351
speedtest.theorangefibernet.com , 103.125.161.202,18.12,83.42,21936
speedtest.attbusinesspr.com , 200.50.4.18,18.1144,-66.1681,12639
sp1.wntpr.com , 196.12.161.52,18.1144,-66.1681,6902
speedtest4.btl.net , 200.32.199.2,18.0842,-88.571,19428
spch1.chinguitel.mr , 41.138.128.27,18.0783,-15.9744,27855
speed.mauritel.mr , 41.188.65.190,18.0783,-15.9744,2559
sp1.smitcoms.net , 201.220.8.230,18.0237,-63.0458,6001
www.everydaydata.net , 216.24.51.244,18,-66.6167,13015
speedtest.balajionline.in , 103.70.130.13,18,79.58,5753
speedtest.hireachbroadband.com , 103.57.133.62,18,79.58,10983
187.130.126.61 , 187.130.126.61,17.9892,-92.9281,3356
speedtest.digicelbroadband.com , 173.225.250.116,17.9833,-76.8,1576
sp4.unitel.com.la , 183.182.100.23,17.9757,102.6331,18509
sp1.skytel.com.la , 202.123.179.78,17.9757,102.6331,18361
speedtest.mangkone.com , 103.114.146.5,17.9757,102.6331,26845
ookla.laotel.com , 202.137.128.100,17.9757,102.6331,26309
speedtest.tplus.la , 202.144.185.34,17.9757,102.6331,27623
speedtest1.flowjamaica.com , 69.79.207.214,17.9683,-76.7827,14260
speedtest.etllao.com , 202.62.97.4,17.9667,102.6,6999
speedtest.laopdr.com , 202.136.240.5,17.9667,102.6,20017
sp1.ubercore.company , 103.113.108.132,17.9149,77.5046,21202
speedtest.vingn.com , 64.211.219.201,17.75,-64.75,6762
stx-fre-speedtest.vipowernet.net , 66.248.169.236,17.75,-64.75,4470
speedteststx.broadband.vi , 208.84.197.237,17.75,-64.75,2885
vizspeedtest.acttv.in , 106.51.115.152,17.6883,83.2186,7895
speedtest1.vbctv.in , 123.108.200.126,17.6883,83.2186,5991
sp1-viz.youbroadband.in , 203.109.88.226,17.6883,83.2186,6451
speedtestvtz.alliancebroadband.in , 144.48.226.6,17.6883,83.2186,27524
speedtest.apsfl.co.in , 103.211.109.227,17.6883,83.2186,8787
speed.vbcommunications.in , 103.122.60.57,17.6868,83.2185,22880
solapur.ganeshcable.net , 103.89.233.27,17.6599,75.9064,15892
speedtest.nbplsolapur.com , 103.71.66.66,17.6599,75.9064,24726
najran-speedtest.saudi.net.sa , 212.215.133.20,17.5656,44.2289,24113
NJR.myspeed.net.sa , 86.51.28.36,17.5656,44.2289,26104
jizan-speedtest.saudi.net.sa , 212.215.133.29,17.5,42.5,24111
speedtest3.btl.net , 200.32.193.2,17.4964,-88.1828,19189
speedtest2.speednet-wireless.com , 186.65.88.74,17.4964,-88.1828,16020
testspeed.vainavi.net , 119.235.52.86,17.385,78.4866,13785
baservers.nettlinx.com , 202.53.72.5,17.385,78.4867,15125
speedtest.actcorp.in , 123.176.37.64,17.37,78.48,14340
speedtestap1.airtel.in , 223.224.136.154,17.37,78.48,2679
speedtest.pioneer.co.in , 202.65.144.180,17.37,78.48,3984
speedtest.hyd.excitel.in , 144.48.72.66,17.37,78.48,12977
speedtest.excellmedia.net , 202.153.36.2,17.37,78.48,3630
speedtest.bharatvoip.com , 103.211.36.9,17.37,78.48,27579
speedtest.sec.rcil.gov.in , 203.153.33.58,17.37,78.48,7128
speedtesthyd.airtelbroadband.in , 122.169.240.154,17.37,78.48,18977
speed.svcpl.net.in , 157.119.108.163,17.37,78.48,12137
speedtest.netrun.in , 45.119.112.16,17.37,78.48,9995
sp1.hireachbroadband.com , 103.224.156.193,17.37,78.48,20867
ooklatesthydrabad.live.vodafone.in , 223.196.102.9,17.37,78.48,24687
speedtesttpt1.excellmedia.net , 175.101.137.3,17.37,78.48,12951
sp1.inetfiber.in , 103.68.176.3,17.37,78.48,15193
speedtest.apolloonline.in , 103.15.60.254,17.37,78.48,21844
sp1-hyd.youbroadband.in , 203.109.92.114,17.37,78.48,6452
ookla1.airnetz.net.in , 103.134.99.5,17.37,78.48,29881
speedtest-hyd.mynuron.co.in , 103.130.108.9,17.37,78.48,25182
speedtest.reachbroadband.net.in , 103.105.176.6,17.37,78.48,25957
speedtest.infonetonline.in , 103.228.32.12,17.37,78.48,16487
speedtest1.zyetel.com , 103.12.117.62,17.37,78.48,27459
hyderabad.kingsbroadband.net , 150.242.21.62,17.37,78.48,27607
hydspeedtest.cityonlines.com , 202.62.64.175,17.37,78.48,7319
speedtest.maxnetworks.in , 103.143.168.5,17.37,78.48,29720
speedhyd1.jioconnect.com , 49.44.56.165,17.37,78.48,10196
speedtest-udn1.3bb.co.th , 110.164.3.232,17.3647,102.8159,24831
speedtest.osbnet.in , 103.103.120.10,17.3297,76.8343,16028
103.70.128.83 , 103.70.128.83,17.3297,76.8343,9647
gulbarga1.supersonicbroadband.com , 103.112.214.38,17.3297,76.8343,18524
sp1.gulbarganet.in , 103.87.131.23,17.3297,76.8343,11875
minispeedtest.thecable.net , 208.81.163.254,17.3,-62.7333,6613
speedtest2.btl.net , 200.32.226.2,17.251,-88.759,19141
velocityonline.in , 103.69.29.11,17.25,80.15,18186
speedtest1.hireachbroadband.com , 45.117.64.242,17.25,80.15,24066
speedtest-skn1.3bb.co.th , 110.164.3.229,17.1664,104.1486,29053
speedtest-snk1.3bb.co.th , 110.164.3.235,17.1546,104.1348,24565
shahabad.gulbarganet.in , 103.87.131.27,17.1488,76.9393,21885
speedtest.fiber4gbroadband.com , 103.12.116.146,17.1353,79.6334,16809
speedtest.apuainet.ag , 208.83.82.11,17.1274,-61.8468,11757
mini.act2000.net , 69.50.64.10,17.1167,-61.85,1045
187.157.254.5 , 187.157.254.5,17.0833,-96.75,3387
speedtest.ant.lime.com , 69.57.250.210,17.05,-61.8,3694
sp2.applefibernet.com , 103.46.233.90,17.0005,81.804,29476
speedtestkkd1.excellmedia.net , 175.101.144.5,16.9891,82.2475,8660
speedtestkkd.zyetel.com , 103.140.19.26,16.9891,82.2475,28213
hzr1.razenetworks.com , 103.95.172.66,16.9003,79.8745,10907
JZN.myspeed.net.sa , 86.51.29.100,16.8894,42.5706,26105
gt1.razenetworks.com , 103.95.173.35,16.8862,79.6937,28947
bandwidth-test.agbisp.net , 121.54.165.15,16.8661,96.1951,23102
pioneerbroadband.xyz , 106.0.38.178,16.8653,81.9262,28893
201.117.61.73 , 201.117.61.73,16.8517,-99.9097,3353
truenetisp.net , 103.121.226.10,16.8409,96.1735,24514
speed.krishnanet.in , 103.112.214.66,16.8302,75.71,29202
speedtest9.faast.in , 103.219.60.205,16.8302,75.71,13850
sp1.supersonicbroadband.com , 103.112.212.2,16.8302,75.71,11106
speedtest-plk1.ais-idc.net , 58.64.60.12,16.8211,100.2659,17134
speedtest-plk1.3bb.co.th , 110.164.3.230,16.8211,100.2659,23762
speedtest12.dtacnetwork.co.th , 115.67.240.14,16.8211,100.2659,21301
plkspeedtestnet.totbroadband.com , 203.113.47.77,16.8211,100.2659,27329
sp1.myanmarnet.com , 59.153.89.10,16.8,96.15,6683
sp1.telecom-horizon.com , 103.70.249.58,16.8,96.15,19405
speedtest3.telenor.com.mm , 103.255.174.250,16.8,96.15,20670
speedtest.mytel.com.mm , 103.85.107.118,16.8,96.15,16916
mpt01.mpt.net.mm , 203.215.60.182,16.8,96.15,17589
speedtest.campanaworks.com , 103.96.232.137,16.8,96.15,28493
5bbbroadband.com , 103.231.93.249,16.8,96.15,14062
sp1.unilink.com.mm , 103.89.177.70,16.8,96.15,20565
speedtest4.ooredoo.com.mm , 69.160.0.218,16.8,96.15,19383
globalnetmmisp.com , 103.233.204.14,16.8,96.15,14059
speedtest.teleport.net.mm , 203.81.163.122,16.8,96.15,9965
speedtest.ananda.com.mm , 103.73.239.202,16.8,96.15,17918
speedtest.coastalbroadband.in , 103.81.77.4,16.7566,81.6741,29258
187.130.126.57 , 187.130.126.57,16.75,-93.1167,3345
vjwspeedtest.acttv.in , 202.83.30.41,16.519,80.6215,7896
vijspeedtest.pioneer.co.in , 43.228.95.66,16.519,80.6215,13881
speedtest.sdntele.in , 43.225.22.6,16.519,80.6215,5432
speedtest3.excellmedia.net , 175.101.64.62,16.519,80.6215,4724
vijspeedtest.cityonlines.com , 202.62.86.26,16.519,80.6215,15673
speedtest.lotusbroadband.com , 203.191.63.219,16.519,80.6215,30912
masterdns.myguruonline.net , 103.90.158.2,16.5062,80.648,8481
speedtestkv2dp1.viettel.vn , 171.244.232.194,16.4637,107.5909,27630
speedtest-kkn1.ais-idc.net , 58.64.51.12,16.4322,102.8236,11195
speedtest-kkn1.3bb.co.th , 110.164.3.226,16.4322,102.8236,23519
speedtest13.dtacnetwork.co.th , 115.67.240.18,16.4322,102.8236,21302
speedtest.kku.ac.th , 202.28.118.131,16.4322,102.8236,10981
kknspeedtestnet.totbroadband.com , 203.113.47.53,16.4322,102.8236,27327
speedtest-bgo.skybroadband.com.ph , 182.18.209.58,16.4167,120.6,25559
speedtest.mountainviewsatellitecorp.com , 115.42.126.122,16.4167,120.6,11691
baguiocity.smart.com.ph , 175.158.200.182,16.4023,120.596,14762
speedtest.maxcom.hn , 45.7.237.106,16.3298,-86.53,10037
speedtest.transmedia.net.in , 103.209.89.3,16.3,80.45,10399
gnsspeedtest.vainavi.net , 45.249.50.70,16.3,80.45,25285
speedtest.sljfibernetworks.com , 103.146.38.12,16.3,80.45,29583
speedtest1.orange.gp , 193.251.162.139,16.27,-61.58,5310
speedtest7.faast.in , 103.219.60.204,16.1725,75.6557,13038
speedtest3.faast.in , 103.219.60.202,16.1592,74.8156,11719
speedtest5.vtn.com.vn , 113.164.16.66,16.0667,108.2333,6102
speedtest.powernet.vn , 103.68.251.202,16.0667,108.2333,19294
speedtestkv2a.viettel.vn , 27.68.201.1,16.0667,108.2333,10040
vdn.speedtest.vietpn.com , 103.68.251.220,16.0667,108.2333,19060
vnmdngspt1.vietnamobile.com.vn , 45.126.96.244,16.0667,108.2333,16873
vn1.razenetworks.com , 103.206.105.139,16.0568,79.7453,8663
testspeed.cloudzone.vn , 49.236.210.8,16.0544,108.2022,30149
fiber.bangus.com , 103.3.83.15,16.0433,120.3333,11886
103.219.60.229 , 103.219.60.229,15.8497,74.4977,9940
speedtestbelgaum.multifi.in , 103.102.145.106,15.8497,74.4977,29060
speedtest.dvrbroadband.co.in , 103.206.112.218,15.8281,78.0373,28757
www.tevisat.net , 190.11.224.134,15.7667,-86.8333,4074
speedtest-nsn1.3bb.co.th , 110.164.3.211,15.6987,100.12,24990
speedtest.starlingsgoa.com , 103.216.232.6,15.5311,73.7625,10909
Speedtest3.tigo.com.hn , 205.211.192.44,15.5194,-87.9923,3389
speedtest.reytel.hn , 143.202.198.130,15.5194,-87.9923,1650
block188-12.gnethn.com , 200.115.188.12,15.5194,-87.9923,14666
sp1.pronto.hn , 200.59.24.18,15.5194,-87.9923,7502
speedtest.asinetwork.hn , 179.49.112.66,15.5194,-87.9923,16792
speedtest.telesis.hn , 192.141.4.250,15.5149,-87.9922,13859
ong2.sbtbroadband.com , 202.63.118.254,15.5057,80.0499,10743
jmj.netone.net.in , 103.49.206.10,15.5057,80.0499,19286
st1.canar.sd , 197.254.226.250,15.5007,32.5599,28895
tlc2-speedtest.globe.com.ph , 112.198.111.43,15.5,120.5,3756
speedtest.expl.in , 45.116.3.126,15.4909,73.8278,8949
speedtest.jetway.in , 103.90.239.196,15.4909,73.8278,13588
fouriernetwork.com , 182.18.179.21,15.4589,75.0078,23256
speedtest.metronethn.com , 190.124.17.182,15.3843,-87.8058,19018
speedtest.yemen.net.ye , 82.114.162.75,15.3694,44.191,15570
speedtest5.faast.in , 103.219.60.203,15.3647,75.124,11988
speedtest.digicelplay.dm , 199.127.196.74,15.3014,-61.3883,8567
sp1.dnabroadband.com , 103.245.68.84,15.2993,74.124,15226
speedtest13.faast.in , 103.219.60.230,15.2993,74.124,19366
speedtest.flashcomnetwork.com , 103.129.108.13,15.2832,73.9862,23063
speedtest-ubn1.3bb.co.th , 110.164.3.252,15.2448,104.8473,24093
sp1.saipan.ite.net , 202.88.64.37,15.1609,145.7061,6793
clk-srv04.convergeict.com , 202.69.188.50,15.145,120.5887,11577
sp1.wavelogin.com , 103.44.2.224,15.1394,76.9214,16484
sp1.multicablehonduras.com , 168.228.194.2,15.1203,-88.4016,9463
speedtest.cibernet.hn , 45.4.84.126,15.1203,-88.4016,17343
speedtest-nma1.ais-idc.net , 58.64.59.12,14.975,102.1,17111
speedtest-nma1.3bb.co.th , 110.164.3.246,14.975,102.1,23377
nmaspeedtestnet.totbroadband.com , 203.113.47.61,14.975,102.1,27326
speedtest.tmais.cv , 41.79.124.42,14.933,-23.5133,27639
testedevelocidade.cvmultimedia.cv , 41.221.205.201,14.915,-23.5119,14005
speedtst-zmb.asianvision.com.ph , 223.25.32.12,14.8386,120.2842,7149
speedtest-bulacan.skybroadband.com.ph , 182.18.209.63,14.8143,121.0725,27301
speedtest.free.sn , 154.65.33.5,14.6962,-17.4442,4331
wawtelecom.sn , 196.250.201.130,14.6962,-17.4442,18232
mondebit1.orange.sn , 41.214.117.154,14.6962,-17.4442,21286
cablevisionsuchiate.ddns.net , 189.148.63.204,14.6796,-92.1526,30748
speedtest.blue.net.gt , 190.113.91.78,14.6349,-90.5069,14999
sp.inetguatemala.net , 45.233.64.114,14.6325,-89.993,23965
119.92.223.158 , 119.92.223.158,14.63,121.03,7131
speedtest.pregi.net , 202.90.158.191,14.63,121.03,11942
qc2-speedtest.globe.com.ph , 203.177.54.150,14.63,121.03,9398
speedtest-qc.skybroadband.com.ph , 182.18.209.50,14.63,121.03,25843
speedtest1.tigo.net.gt , 190.106.193.218,14.6133,-90.5353,252
speedtest.ufinet.com.gt , 190.115.13.246,14.6133,-90.5353,16221
speedtest1.claro.com.gt , 186.151.27.164,14.6133,-90.5353,7500
speedtest.movistar.com.gt , 190.143.131.246,14.6133,-90.5353,4239
speedtest.cablecolor.com.gt , 190.122.184.6,14.6133,-90.5353,22134
sp2.infinitum.com.gt , 45.5.116.9,14.6133,-90.5353,29767
speedtest.redeshibridas.com.gt , 138.94.253.6,14.6133,-90.5353,23270
sp1.ufm.edu , 200.0.176.157,14.6133,-90.5353,23534
spa.intertelco.com.gt , 191.98.192.109,14.6133,-90.5353,8803
speedtest1.orange.mq , 193.251.163.139,14.6,-61,5330
speedtest.clearpath.net.ph , 103.67.229.2,14.5994,121.0369,11341
ant2-speedtest.globe.com.ph , 112.198.111.35,14.5992,121.1943,3948
clk-srv07.convergeict.com , 202.69.166.35,14.5823,121.0851,11801
119.92.223.206 , 119.92.223.206,14.5823,121.0851,7123
sp2.radius.net.ph , 146.88.74.82,14.5823,121.0851,16210
119.92.238.50 , 119.92.238.50,14.58,121,7167
112.198.111.47 , 112.198.111.47,14.58,121,3757
mnl-speedtest.globe.com.ph , 203.177.54.142,14.58,121,20273
speedtest-manila.skybroadband.com.ph , 182.18.209.49,14.58,121,26048
greenhills.smart.com.ph , 121.54.29.194,14.58,121,7415
speedtest-manda.skybroadband.com.ph , 182.18.209.51,14.58,121,26303
speedtest.dmsi.ph , 103.236.179.18,14.5764,121.0851,26433
122.2.174.30 , 122.2.174.30,14.55,121.03,7205
speedtest.eastern-tele.com , 120.89.3.2,14.55,121.03,1238
speedtest.globe.com.ph , 203.177.54.138,14.55,121.03,1169
speedtest.philcom.com.ph , 202.57.33.170,14.55,121.03,4229
speedtest.infinivan.net , 103.76.160.138,14.55,121.03,21882
speedtest-manila.rise.as , 43.226.4.68,14.55,121.03,12210
laspinas1.smart.com.ph , 121.54.32.194,14.55,121.03,7521
speedtest.ptt.com.ph , 203.160.162.220,14.55,121.03,22819
speedtest-makati.skybroadband.com.ph , 182.18.209.52,14.55,121.03,26305
sp1.nexlogic.ph , 103.206.81.130,14.55,121.03,7805
speedtest-sri1.3bb.co.th , 110.164.3.250,14.5289,100.9101,26819
tgt-speedtest.globe.com.ph , 203.177.54.146,14.5176,121.0509,20274
speedtest.ixs.ph , 103.25.176.2,14.5176,121.0509,27303
speedtest-cavite.skybroadband.com.ph , 182.18.209.56,14.4791,120.897,26354
speedtest1.cablelink.com.ph , 203.118.244.183,14.4729,121.0192,10371
speedtestnlr.actcorp.in , 106.51.255.143,14.4426,79.9865,10984
mondebit.orange.sn , 196.207.206.66,14.4228,-16.9654,24154
speedtest-alabang.skybroadband.com.ph , 182.18.209.53,14.4184,121.0385,26353
speedtest.planetcabletv.com , 103.137.204.58,14.413,120.9737,30626
imu2-speedtest.globe.com.ph , 112.198.111.39,14.4,120.9333,3947
speedtest-aya1.ais-idc.net , 58.64.53.12,14.3692,100.5877,17690
speedtest-aya1.3bb.co.th , 110.164.3.212,14.3692,100.5877,24588
aya-spn1.totbroadband.com , 203.113.47.45,14.3692,100.5877,27494
speedtest.dascacable.com , 103.91.140.34,14.299,120.959,27979
speedtst-tim.asianvision.com.ph , 223.25.2.67,14.2973,121.0392,21921
ns37.timdcs.com , 103.219.70.170,14.2973,121.0392,27477
speedtest-laguna.skybroadband.com.ph , 182.18.209.57,14.2843,121.0889,26355
speedtest1.royalcable.com.ph , 103.196.136.70,14.2786,121.0967,12793
speedtest.ccvc.com.ph , 103.72.188.12,14.1699,121.2441,28861
speedtest1.claro.com.hn , 181.115.1.114,14.0942,-87.2067,7710
speedtesttgu.cablecolor.hn , 190.92.1.5,14.0942,-87.2067,6258
Speedtest1.tigo.com.hn , 205.211.206.34,14.0942,-87.2067,3364
speedtest10.dtacnetwork.co.th , 124.40.237.206,14.05,100.4833,20219
speedtest-pte1.ais-idc.net , 58.64.48.197,14.05,100.4833,16062
sswan.cpe.rmutt.ac.th , 203.158.118.30,14.05,100.4833,6220
speedtest-pte1.3bb.co.th , 110.164.2.211,14.0208,100.525,23295
speedtest1.ellfibernet.in , 103.100.220.35,13.9978,74.5405,15576
speed-ocidente.telefonica.com.sv , 190.57.65.5,13.9778,-89.5639,26775
119.92.238.90 , 119.92.238.90,13.9333,121.6167,10493
lucenacity.smart.com.ph , 175.158.216.130,13.9333,121.6167,21304
speedtst-que.asianvision.com.ph , 223.25.3.45,13.9333,121.6167,9952
speedtest-jas1.3bb.co.th , 110.164.2.220,13.8621,100.5144,22667
speedtest-nbi1.ais-idc.net , 58.64.48.12,13.8621,100.5144,16061
sp1.uih.co.th , 115.31.171.6,13.8362,100.5634,18487
speedtest-npt1.ais-idc.net , 58.64.61.12,13.814,100.0373,17691
speedtest-npt1.3bb.co.th , 110.164.3.218,13.814,100.0373,23646
nptspeedtestnet.totbroadband.com , 203.113.47.37,13.814,100.0373,27310
speedtest.integranet.ph , 103.101.44.14,13.7565,121.0583,18416
speedtest-batangas.skybroadband.com.ph , 182.18.209.64,13.7565,121.0583,27305
speedtest-sp1.3bb.co.th , 110.164.2.218,13.75,100.4833,8990
www.catspeedtest.net , 159.192.8.2,13.75,100.4833,4347
speed1.ispio.com , 183.90.170.14,13.75,100.4833,16628
speedtest1.ais-idc.net , 49.231.68.150,13.75,100.4833,2459
speedtest.violin.co.th , 103.14.8.71,13.75,100.4833,6521
sp1.totbb.net , 203.113.8.23,13.75,100.4833,9361
speedtest1.bangmod.cloud , 103.86.50.5,13.75,100.4833,9830
speedtest.csloxinfo.com , 203.146.102.149,13.75,100.4833,5394
speedtest.it.chula.ac.th , 161.200.192.76,13.75,100.4833,5431
sp1.ais.co.th , 49.231.33.186,13.75,100.4833,3147
speedtest5.dtacnetwork.co.th , 124.40.228.242,13.75,100.4833,12443
totspeedtest.totbroadband.com , 203.113.59.10,13.75,100.4833,27241
lotus.cpe.rmutt.ac.th , 202.28.197.38,13.75,100.4833,21494
speedtest.rmutp.ac.th , 203.158.145.100,13.75,100.4833,7115
test.iotcool.net , 202.183.192.195,13.75,100.4833,30424
speedtest.readyidc.com , 43.229.149.34,13.75,100.4833,22120
speedtest.tcc-technology.com , 202.60.195.196,13.75,100.4833,11823
speedtest-bkk-ptw1.ais-idc.net , 58.64.48.196,13.7402,100.5352,17241
speedtest11.dtacnetwork.co.th , 124.40.227.98,13.7402,100.5352,20220
th.speedtest.byteark.com , 103.253.132.18,13.7262,100.5282,27203
esdigiookla.digicel.com.sv , 200.89.87.70,13.69,-89.19,9373
speedtest.multinetcorp.net , 138.97.143.8,13.69,-89.19,28113
speed.telefonica.com.sv , 190.57.65.2,13.69,-89.19,4181
speedtest.claro.com.sv , 201.247.96.243,13.69,-89.19,29100
speedtest.tigo.sv , 200.85.0.159,13.6666,-89.2211,30614
speedtest3.dtacnetwork.co.th , 124.40.229.142,13.5991,100.5998,3855
speedtest-spk1.ais-idc.net , 58.64.56.196,13.5991,100.5998,16063
speed.imbroadbandmpl.com , 103.135.169.35,13.5603,78.5036,11095
speedtest.ne.airtel.com , 197.214.2.83,13.5116,2.1254,15536
speedtest1.teleguam.net , 202.151.87.131,13.4839,144.7767,3803
speedtest.iconnectguam.com , 49.128.105.72,13.4839,144.7767,3291
speedtest1.docomopacific.net , 202.47.144.50,13.4839,144.7767,30964
speedtest.conective.sv , 132.255.208.66,13.4793,-88.1779,23137
speedtest.flynetwifi.com , 168.227.22.19,13.4793,-88.1779,16090
sphost1.uog.edu , 168.123.250.54,13.4702,144.8456,11871
sp1.guam.ite.net , 202.123.136.76,13.4683,144.7989,7377
sp1.qcell.gm , 196.46.232.186,13.4503,-16.6881,10461
speedtest.africell.gm , 197.148.74.24,13.4503,-16.6881,8359
speedtest-cbi1.ais-idc.net , 58.64.54.12,13.3611,100.985,16128
speedtest-cbi1.3bb.co.th , 110.164.3.234,13.3611,100.985,23118
cbispeedtestnet.totbroadband.com , 203.113.47.101,13.3611,100.985,27331
udupi.level3.support , 103.89.233.29,13.3409,74.7421,26600
speedtest1.fastcablenet.com , 116.66.189.227,13.3409,74.7421,24267
speedtest.hsbfibernet.com , 103.110.170.252,13.2172,79.1003,19381
speedtest1.dctv.com.ph , 103.225.136.187,13.1333,123.7333,4679
speedtest.digicelbarbados.net , 64.119.206.98,13.1058,-59.6131,8611
speedtest.flowbarbados.co , 23.236.5.9,13.0969,-59.6145,14751
speedtestchn.airtelbroadband.in , 203.145.160.138,13.0827,80.2707,18974
speedtestchn1.airtel.in , 125.19.102.166,13.0827,80.2707,2583
speedtestchn.actcorp.in , 103.16.203.20,13.0827,80.2707,12285
chennaispeedtest.spectra.co , 119.82.112.38,13.0827,80.2707,11562
chn.speedtest.rcil.gov.in , 203.153.33.174,13.0827,80.2707,9591
speedtestchen.vodafone.ind.in , 182.19.95.68,13.0827,80.2707,1826
che.speedtest.net , 169.38.85.97,13.0827,80.2707,10560
sp1-chn.youbroadband.in , 203.187.244.13,13.0827,80.2707,6455
che-speedtest.airconnectindia.com , 45.249.120.67,13.0827,80.2707,22796
103.88.76.26 , 103.88.76.26,13.0827,80.2707,12182
speedtest.cherrinet.in , 103.219.204.41,13.0827,80.2707,8797
speedtest.arjuntelecom.in , 202.61.120.230,13.0827,80.2707,11117
speedtest.ficustelecom.com , 103.52.52.24,13.0827,80.2707,6243
speedchn1.jioconnect.com , 49.44.56.151,13.0827,80.2707,9690
spmaa.airgenie.co.in , 45.251.80.36,13.0827,80.2707,30878
speedtest.c32broadband.com , 103.78.165.146,13.0827,80.2707,16674
speedtest.rainbownetcom.com , 103.91.84.38,13.0827,80.2707,16999
speed.blss.in , 103.245.188.34,13.0827,80.2707,15535
chennaispd.hathway.com , 202.88.152.59,13.0827,80.2707,10481
antbroadband.com , 103.210.135.17,12.9908,77.7608,22482
speedtestkk1.airtel.in , 125.16.149.114,12.9833,77.5833,2564
speedtest.tataskybroadband.com , 103.195.200.58,12.9833,77.5833,16671
speedtestblr.actcorp.in , 202.83.20.214,12.9833,77.5833,7379
speedtestblr.airtelbroadband.in , 122.166.33.138,12.9833,77.5833,18976
sp1.opto.net.in , 103.5.19.124,12.9833,77.5833,19171
speedtest.in2cable.com , 203.192.246.4,12.9833,77.5833,9282
sbc.speedtest.rcil.gov.in , 112.133.207.98,12.9833,77.5833,11558
speedtest.bbnl.in , 124.40.244.200,12.9833,77.5833,7784
speedtest.assistivenetwork.net , 103.210.135.77,12.9833,77.5833,17600
speedtest.fastcablenet.com , 103.139.156.157,12.9833,77.5833,19176
speedtest.dbroadband.in , 36.255.85.86,12.9833,77.5833,23722
sp1-blr.youbroadband.in , 203.187.255.90,12.9833,77.5833,6432
speedtest3.allnet.co.in , 103.57.80.172,12.9833,77.5833,9966
speedtest.mynuron.co.in , 103.130.109.9,12.9833,77.5833,24895
bangspeed.hathway.com , 202.88.157.3,12.9833,77.5833,4663
bangalorespeedtest.spectra.co , 203.92.63.226,12.9833,77.5833,10204
speedtest.alltimeteleinfra.com , 103.57.80.171,12.9833,77.5833,26696
speedtest1.gcnbroadband.com , 103.14.198.102,12.9833,77.5833,19998
speedtest.krishnanet.in , 103.5.19.124,12.9833,77.5833,30181
speedtest.ttnetwork.net , 103.6.159.46,12.9833,77.5833,11468
speedtest.netfi.in , 103.224.37.14,12.9833,77.5833,15530
103.42.84.254 , 103.42.84.254,12.9833,77.5833,7971
speed1.blss.in , 103.199.147.246,12.9833,77.5833,16557
sp1.sbnetworks.co.in , 103.86.104.105,12.9833,77.5833,15493
speedbgl1.jioconnect.com , 49.44.56.133,12.9833,77.5833,10195
speedtest.belltele.in , 203.201.60.14,12.9833,77.5833,4706
